Id,Neighborhood,OverallQual,OverallCond,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,YrSold,SalePrice
1050,Edwards,4,7,930,1,0,6,2010,84900
1051,Gilbert,7,5,1302,2,0,6,2007,176485
1052,CollgCr,7,5,1316,2,0,6,2007,200141
1053,NAmes,6,6,1977,1,1,9,2007,165000
1054,Edwards,5,6,1526,1,0,7,2010,144500
1055,CollgCr,8,5,1989,2,1,7,2006,255000
1056,NWAmes,6,5,1523,2,0,7,2008,180000
1057,NridgHt,7,5,1364,2,0,6,2006,185850
1058,NoRidge,7,6,1850,2,1,7,2009,248000
1059,NridgHt,9,5,2184,2,1,10,2009,335000
1060,Crawfor,6,7,1991,1,1,7,2007,220000
1061,StoneBr,8,5,1338,2,0,6,2010,213500
1062,IDOTRR,3,4,894,1,0,6,2008,81000
1063,OldTown,5,5,2337,2,0,10,2007,90000
1064,OldTown,6,6,1103,1,0,5,2006,110500
1065,NAmes,5,6,1154,1,1,6,2009,154000
1066,ClearCr,7,5,2260,2,1,7,2010,328000
1067,Gilbert,6,7,1571,2,1,7,2009,178000
1068,NAmes,6,6,1611,1,1,7,2008,167900
1069,MeadowV,6,4,2521,2,1,10,2006,151400
1070,NAmes,5,7,893,1,0,4,2007,135000
1071,NAmes,5,5,1048,1,0,6,2007,135000
1072,NWAmes,6,6,1556,1,1,8,2009,154000
1073,Edwards,5,3,1456,1,0,7,2006,91500
1074,Edwards,6,6,1426,1,1,6,2009,159500
1075,CollgCr,7,5,1240,2,0,5,2007,194000
1076,Crawfor,7,6,1740,1,1,6,2007,219500
1077,OldTown,5,8,1466,2,0,7,2006,170000
1078,NAmes,5,5,1096,1,0,6,2006,138800
1079,CollgCr,6,5,848,1,0,3,2006,155900
1080,CollgCr,5,5,990,1,0,5,2007,126000
1081,NWAmes,6,7,1258,2,0,5,2008,145000
1082,Sawyer,5,5,1040,1,1,5,2010,133000
1083,CollgCr,7,5,1459,2,0,6,2007,192000
1084,NAmes,6,6,1251,1,0,6,2006,160000
1085,Gilbert,6,5,1498,2,1,6,2006,187500
1086,SawyerW,6,6,996,1,0,5,2010,147000
1087,MeadowV,4,5,1092,1,1,6,2010,83500
1088,Somerst,8,5,1953,2,1,9,2009,252000
1089,Edwards,7,5,1709,2,0,7,2006,137500
1090,Somerst,8,5,1247,1,1,4,2006,197000
1091,NAmes,3,4,1040,2,0,6,2009,92900
1092,Somerst,7,5,1252,2,1,4,2008,160000
1093,SWISU,6,5,1694,2,0,7,2008,136500
1094,NAmes,5,8,1200,1,1,6,2006,146000
1095,NAmes,5,7,936,1,0,4,2010,129000
1096,CollgCr,6,5,1314,2,0,6,2007,176432
1097,IDOTRR,6,7,1355,1,1,7,2007,127000
1098,StoneBr,8,5,1088,1,1,5,2007,170000
1099,BrkSide,4,6,1324,1,0,6,2009,128000
1100,NWAmes,7,5,1601,2,0,7,2009,157000
1101,SWISU,2,5,438,1,0,3,2009,60000
1102,NAmes,5,5,950,1,0,5,2007,119500
1103,NAmes,5,7,1134,1,0,6,2007,135000
1104,NAmes,6,6,1194,1,0,6,2006,159500
1105,BrDale,5,5,1302,2,1,6,2007,106000
1106,NoRidge,8,5,2622,2,1,9,2010,325000
1107,SawyerW,7,5,1442,2,0,6,2007,179900
1108,Gilbert,7,5,2021,2,1,9,2006,274725
1109,Gilbert,6,5,1690,2,1,7,2007,181000
1110,NridgHt,8,5,1836,2,0,7,2009,280000
1111,Gilbert,6,5,1658,2,1,8,2008,188000
1112,NWAmes,7,6,1964,2,1,8,2008,205000
1113,NAmes,5,7,816,1,0,5,2006,129900
1114,NAmes,5,7,1008,1,0,6,2007,134500
1115,OldTown,5,7,833,1,0,4,2006,117000
1116,NridgHt,8,5,1734,2,0,7,2007,318000
1117,Gilbert,8,5,1419,2,1,7,2009,184100
1118,Sawyer,5,7,894,1,0,5,2008,130000
1119,Sawyer,5,6,1601,1,0,6,2008,140000
1120,NAmes,5,5,1040,1,0,6,2006,133700
1121,IDOTRR,6,5,1012,1,0,6,2007,118400
1122,CollgCr,7,5,1552,2,0,7,2006,212900
1123,Edwards,4,3,960,1,0,5,2009,112000
1124,Edwards,5,9,698,1,0,4,2009,118000
1125,Gilbert,7,5,1482,2,1,7,2007,163900
1126,NAmes,4,5,1005,1,0,5,2009,115000
1127,Blmngtn,7,5,1555,2,0,7,2009,174000
1128,Gilbert,7,5,1530,2,0,7,2007,259000
1129,Gilbert,7,5,1959,2,1,8,2007,215000
1130,OldTown,5,5,936,1,0,4,2007,140000
1131,SWISU,4,3,1981,2,0,7,2009,135000
1132,Mitchel,5,5,974,1,0,5,2007,93500
1133,OldTown,6,4,2210,2,0,8,2007,117500
1134,SawyerW,8,5,2020,2,1,8,2009,239500
1135,Gilbert,6,5,1600,2,1,7,2007,169000
1136,BrkSide,6,5,986,1,0,5,2007,102000
1137,NAmes,6,5,1252,1,0,6,2008,119000
1138,Sawyer,5,8,1020,1,0,6,2010,94000
1139,Mitchel,6,5,1567,2,0,5,2009,196000
1140,BrkSide,5,5,1167,1,0,6,2007,144000
1141,NAmes,5,7,952,1,0,4,2008,139000
1142,NWAmes,5,7,1868,2,1,9,2009,197500
1143,CollgCr,8,5,2828,3,0,11,2007,424870
1144,Sawyer,5,3,1006,1,0,5,2008,80000
1145,Edwards,4,4,924,1,0,5,2010,80000
1146,BrkSide,5,6,1576,1,0,8,2006,149000
1147,SawyerW,6,5,1298,2,0,5,2006,180000
1148,Crawfor,7,7,1564,1,1,7,2009,174500
1149,OldTown,7,7,1111,1,0,5,2008,116900
1150,OldTown,7,9,1482,1,0,7,2009,143000
1151,NAmes,6,5,932,1,0,4,2007,124000
1152,Edwards,5,4,1466,1,1,6,2006,149900
1153,Crawfor,6,7,1811,1,0,6,2006,230000
1154,IDOTRR,6,8,816,1,0,5,2008,120500
1155,NAmes,7,6,1820,1,2,8,2008,201800
1156,Veenker,5,8,1437,2,0,6,2007,218000
1157,NAmes,5,8,1265,2,0,6,2008,179900
1158,NridgHt,7,5,1314,2,0,6,2009,230000
1159,Somerst,8,5,1580,2,0,7,2008,235128
1160,NWAmes,6,6,1876,2,1,8,2008,185000
1161,NPkVill,6,5,1456,2,1,7,2010,146000
1162,Crawfor,6,7,1640,1,0,7,2008,224000
1163,Sawyer,5,5,894,1,0,5,2007,129000
1164,Sawyer,4,4,1258,0,2,6,2008,108959
1165,Veenker,5,7,1432,1,1,5,2007,194000
1166,NridgHt,7,5,1502,2,0,7,2009,233170
1167,CollgCr,8,5,1694,2,0,7,2010,245350
1168,Gilbert,6,5,1671,2,1,7,2006,173000
1169,Edwards,6,7,2108,2,0,7,2008,235000
1170,NoRidge,10,5,3627,3,1,10,2006,625000
1171,Mitchel,6,6,1118,1,0,6,2008,171000
1172,NAmes,6,6,1261,1,0,6,2008,163000
1173,Somerst,7,5,1250,2,1,5,2008,171900
1174,ClearCr,5,6,3086,3,0,12,2007,200500
1175,Crawfor,6,8,2345,2,1,9,2006,239000
1176,NoRidge,8,5,2872,2,1,9,2007,285000
1177,Mitchel,5,5,923,1,0,5,2008,119500
1178,OldTown,6,8,1224,1,0,5,2009,115000
1179,Crawfor,5,6,1343,1,1,7,2009,154900
1180,Edwards,5,5,1124,1,0,5,2006,93000
1181,Timber,7,5,2514,2,1,8,2006,250000
1182,Crawfor,8,5,1652,2,0,5,2008,392500
1183,NoRidge,10,5,4476,3,1,10,2007,745000
1184,OldTown,5,6,1130,1,0,5,2006,120000
1185,Timber,5,4,1572,1,1,5,2007,186700
1186,Edwards,5,7,1221,1,0,7,2006,104900
1187,OldTown,3,5,1699,2,0,7,2009,95000
1188,NoRidge,8,5,1624,2,0,5,2006,262000
1189,CollgCr,7,5,1660,2,1,7,2009,195000
1190,Gilbert,7,5,1804,2,1,7,2010,189000
1191,Mitchel,4,4,1622,1,0,7,2007,168000
1192,Somerst,8,5,1441,2,1,5,2007,174000
1193,OldTown,5,8,1472,1,0,6,2007,125000
1194,Mitchel,6,5,1224,2,0,5,2009,165000
1195,Sawyer,6,7,1352,1,1,7,2010,158000
1196,Gilbert,6,5,1456,2,1,8,2008,176000
1197,Gilbert,7,5,1863,2,1,9,2006,219210
1198,OldTown,7,6,1690,1,0,7,2006,144000
1199,CollgCr,7,5,1212,2,0,6,2009,178000
1200,Sawyer,4,5,1382,1,1,6,2006,148000
1201,NAmes,4,5,864,1,0,5,2006,116050
1202,CollgCr,7,5,1779,2,1,6,2009,197900
1203,BrkSide,5,8,1348,1,0,5,2009,117000
1204,CollgCr,7,5,1630,2,0,6,2009,213000
1205,NWAmes,5,6,1074,1,1,6,2006,153500
1206,SawyerW,7,7,2196,2,0,7,2009,271900
1207,SawyerW,4,4,1056,1,0,5,2006,107000
1208,CollgCr,6,5,1700,2,0,7,2006,200000
1209,NAmes,5,7,1283,1,0,6,2008,140000
1210,Somerst,8,5,1660,2,0,8,2006,290000
1211,SawyerW,6,5,1845,2,1,8,2010,189000
1212,Gilbert,8,7,1752,2,0,8,2010,164000
1213,Edwards,4,6,672,1,0,4,2009,113000
1214,Sawyer,4,9,960,0,0,3,2006,145000
1215,NAmes,5,5,999,1,0,6,2006,134500
1216,Sawyer,5,5,894,1,0,5,2007,125000
1217,Sawyer,6,5,1902,2,0,8,2010,112000
1218,Somerst,8,5,1314,2,0,6,2009,229456
1219,BrkSide,4,5,912,1,0,3,2006,80500
1220,BrDale,6,5,1218,1,1,7,2006,91500
1221,NAmes,5,5,912,1,0,5,2006,115000
1222,Sawyer,5,5,1211,1,0,5,2008,134000
1223,NAmes,6,6,1846,2,0,7,2007,143000
1224,NAmes,5,3,2136,2,0,7,2006,137900
1225,Gilbert,7,5,1490,2,1,8,2008,184000
1226,NAmes,6,8,1138,1,0,6,2007,145000
1227,Somerst,6,5,1933,2,1,9,2008,214000
1228,NAmes,5,8,912,1,0,5,2008,147000
1229,NridgHt,9,5,1702,1,1,7,2008,367294
1230,NAmes,5,5,1507,2,0,7,2008,127000
1231,Sawyer,5,5,2620,2,2,12,2007,190000
1232,NAmes,5,6,1190,1,0,6,2006,132500
1233,NAmes,4,5,1224,2,0,6,2007,101800
1234,NAmes,5,5,1188,1,0,6,2010,142000
1235,SWISU,5,6,1964,1,1,7,2008,130000
1236,Crawfor,5,5,1784,1,1,9,2006,138887
1237,NridgHt,7,5,1626,2,1,6,2010,175500
1238,CollgCr,7,5,1948,2,1,8,2006,195000
1239,SawyerW,6,5,1141,1,1,6,2006,142500
1240,Timber,8,5,1484,2,0,6,2007,265900
1241,CollgCr,7,5,1768,2,1,8,2008,224900
1242,Somerst,7,6,1689,2,0,7,2007,248328
1243,NWAmes,7,6,1173,2,0,6,2010,170000
1244,NridgHt,10,5,2076,2,1,7,2006,465000
1245,Crawfor,8,7,1517,1,0,7,2006,230000
1246,NWAmes,6,7,1868,3,1,7,2007,178000
1247,Somerst,7,5,1553,2,1,6,2006,186500
1248,Mitchel,6,5,1034,1,0,6,2010,169900
1249,OldTown,6,5,2058,1,1,8,2008,129500
1250,NAmes,5,7,988,1,0,6,2007,119000
1251,NAmes,7,5,2110,2,1,8,2010,244000
1252,NridgHt,7,5,1405,2,0,6,2006,171750
1253,Mitchel,5,6,874,1,0,5,2009,130000
1254,Veenker,7,7,2167,2,1,9,2007,294000
1255,Edwards,7,5,1656,2,1,7,2008,165400
1256,BrkSide,6,6,1367,1,0,6,2007,127500
1257,NoRidge,8,5,1987,2,0,7,2008,301500
1258,Edwards,5,8,864,1,0,4,2009,99900
1259,Gilbert,7,5,1166,2,0,5,2008,190000
1260,NAmes,6,8,1054,1,1,6,2008,151000
1261,Gilbert,6,5,1675,2,1,7,2009,181000
1262,NAmes,5,6,1050,1,0,5,2009,128900
1263,ClearCr,4,5,1788,1,0,8,2009,161500
1264,BrkSide,6,6,1824,1,0,8,2007,180500
1265,NAmes,6,5,1337,2,0,5,2008,181000
1266,Somerst,7,5,1452,2,1,6,2006,183900
1267,OldTown,7,4,1889,1,1,9,2007,122000
1268,Timber,9,5,2018,2,0,10,2010,378500
1269,Crawfor,8,9,3447,3,1,11,2008,381000
1270,NAmes,5,5,1524,1,1,7,2007,144000
1271,ClearCr,7,6,1524,0,1,4,2010,260000
1272,NWAmes,6,7,1489,2,0,7,2009,185750
1273,Sawyer,5,6,935,1,0,5,2006,137000
1274,Edwards,6,7,1357,1,0,5,2008,177000
1275,Crawfor,5,6,1250,2,0,8,2007,139000
1276,NAmes,5,5,1920,2,0,10,2007,137000
1277,NWAmes,6,6,1395,1,1,6,2009,162000
1278,NWAmes,6,5,1724,1,1,7,2009,197900
1279,CollgCr,8,5,2031,2,1,7,2008,237000
1280,IDOTRR,4,4,1128,1,0,6,2010,68400
1281,CollgCr,7,5,1573,2,0,6,2009,227000
1282,Timber,7,5,1339,2,0,6,2006,180000
1283,CollgCr,5,7,1040,2,0,5,2009,150500
1284,Mitchel,6,5,1824,2,2,8,2010,139000
1285,SWISU,6,7,2447,2,0,10,2010,169000
1286,BrkSide,6,6,1412,1,0,6,2009,132500
1287,NWAmes,6,5,1328,1,1,6,2010,143000
1288,ClearCr,5,5,1582,2,0,7,2006,190000
1289,StoneBr,8,5,1659,2,0,5,2009,278000
1290,NridgHt,8,5,1970,2,1,8,2006,281000
1291,NAmes,5,7,1152,1,0,6,2010,180500
1292,BrDale,5,7,1302,2,1,6,2009,119500
1293,OldTown,5,4,2372,2,0,11,2009,107500
1294,NWAmes,7,5,1664,2,1,8,2006,162900
1295,Edwards,5,7,864,1,0,5,2006,115000
1296,NAmes,5,5,1052,1,1,5,2006,138500
1297,NAmes,5,6,1128,2,0,6,2008,155000
1298,Edwards,6,5,1072,2,0,5,2006,140000
1299,Edwards,10,5,5642,2,1,12,2008,160000
1300,NAmes,5,7,1246,1,1,6,2010,154000
1301,Gilbert,7,5,1983,2,1,9,2009,225000
1302,Crawfor,6,7,1494,1,0,7,2009,177500
1303,NoRidge,8,5,2526,2,1,8,2006,290000
1304,Somerst,7,5,1616,2,0,7,2006,232000
1305,Edwards,7,5,1708,2,0,7,2006,130000
1306,NridgHt,9,5,1652,2,0,6,2009,325000
1307,NridgHt,7,5,1368,2,0,6,2006,202500
1308,CollgCr,5,5,990,1,0,5,2009,138000
1309,OldTown,5,7,1122,1,0,6,2008,147000
1310,SawyerW,6,5,1294,2,0,6,2008,179200
1311,Crawfor,7,8,1902,2,0,7,2010,335000
1312,CollgCr,7,5,1274,2,0,6,2007,203000
1313,NoRidge,8,5,2810,2,1,9,2007,302000
1314,NoRidge,9,5,2599,2,1,10,2010,333168
1315,Edwards,4,6,948,1,0,5,2007,119000
1316,NAmes,6,5,2112,2,1,9,2008,206900
1317,CollgCr,8,5,1630,2,0,8,2009,295493
1318,Somerst,7,5,1352,2,0,5,2007,208900
1319,CollgCr,8,5,1787,2,0,7,2006,275000
1320,Edwards,4,5,948,1,0,5,2007,111000
1321,NAmes,6,3,1478,1,1,6,2009,156500
1322,BrkSide,3,6,720,1,0,4,2008,72500
1323,NoRidge,7,5,1923,2,1,8,2010,190000
1324,BrkSide,4,7,708,1,0,5,2009,82500
1325,Somerst,8,5,1795,2,0,7,2007,147000
1326,IDOTRR,4,4,796,1,0,5,2008,55000
1327,Edwards,3,6,774,1,0,6,2007,79000
1328,Mitchel,5,9,816,1,0,5,2008,130500
1329,OldTown,6,7,2792,2,0,8,2008,256000
1330,Gilbert,7,5,1632,2,1,8,2006,176500
1331,Somerst,8,5,1588,2,0,7,2007,227000
1332,CollgCr,5,5,954,1,0,6,2006,132500
1333,Edwards,4,6,816,1,0,3,2009,100000
1334,IDOTRR,5,6,1360,1,1,6,2006,125500
1335,BrDale,5,6,1365,1,1,7,2009,125000
1336,NWAmes,6,5,1334,2,0,6,2009,167900
1337,NWAmes,5,5,1656,2,0,8,2008,135000
1338,OldTown,4,4,693,1,0,4,2006,52500
1339,CollgCr,7,5,1861,2,1,8,2006,200000
1340,CollgCr,5,7,864,1,0,5,2006,128500
1341,NAmes,4,5,872,1,0,5,2007,123000
1342,SawyerW,6,5,1114,1,0,6,2008,155000
1343,CollgCr,8,5,2169,2,1,7,2007,228500
1344,Crawfor,6,6,1913,1,1,9,2009,177000
1345,CollgCr,7,5,1456,2,1,8,2007,155835
1346,OldTown,4,4,960,1,0,5,2007,108500
1347,NWAmes,7,7,2156,2,0,9,2006,262500
1348,Timber,8,5,1776,2,0,7,2007,283463
1349,SawyerW,7,5,1494,2,0,5,2007,215000
1350,OldTown,8,5,2358,2,0,8,2008,122000
1351,NAmes,5,5,2634,2,2,12,2009,200000
1352,NAmes,6,6,1716,1,1,8,2008,171000
1353,BrkSide,6,9,1176,1,0,4,2009,134900
1354,NoRidge,8,5,3238,2,1,9,2010,410000
1355,CollgCr,7,5,1865,2,1,7,2008,235000
1356,NWAmes,7,6,1920,3,0,8,2006,170000
1357,NAmes,5,5,892,1,0,5,2008,110000
1358,NAmes,5,6,1078,1,1,6,2010,149900
1359,Somerst,6,5,1573,2,1,5,2010,177500
1360,NridgHt,9,5,1980,2,0,8,2006,315000
1361,SWISU,5,6,2601,3,1,8,2008,189000
1362,StoneBr,7,5,1530,2,0,7,2009,260000
1363,NAmes,4,4,1738,2,0,7,2009,104900
1364,Gilbert,6,5,1412,2,1,6,2007,156932
1365,Somerst,7,5,1200,2,1,4,2006,144152
1366,Somerst,7,5,1674,2,1,7,2010,216000
1367,CollgCr,7,5,1790,2,1,7,2008,193000
1368,MeadowV,5,6,1475,2,0,6,2006,127000
1369,CollgCr,6,5,848,1,0,4,2009,144000
1370,CollgCr,8,5,1668,2,0,8,2010,232000
1371,OldTown,4,6,1374,1,0,6,2009,105000
1372,NAmes,6,6,1661,1,0,8,2008,165500
1373,CollgCr,7,6,2097,2,1,8,2006,274300
1374,NoRidge,10,5,2633,2,1,8,2007,466500
1375,Somerst,7,5,1958,2,1,9,2008,250000
1376,Timber,8,5,1571,2,0,7,2007,239000
1377,SWISU,6,5,790,1,0,4,2008,91000
1378,Edwards,5,5,1604,2,0,6,2009,117000
1379,BrDale,6,5,987,1,1,5,2006,83000
1380,Timber,5,5,1394,2,1,7,2008,167500
1381,Edwards,3,3,864,1,0,5,2010,58500
1382,NAmes,6,7,2117,2,1,7,2008,237500
1383,OldTown,7,7,1762,1,1,8,2006,157000
1384,Sawyer,5,7,1416,2,0,7,2007,112000
1385,Edwards,6,5,1258,1,0,6,2009,105000
1386,IDOTRR,4,8,1154,1,0,7,2010,125500
1387,NWAmes,7,5,2784,3,1,12,2006,250000
1388,OldTown,6,7,2526,2,0,10,2007,136000
1389,Gilbert,9,5,1746,2,0,7,2009,377500
1390,BrkSide,6,6,1218,1,0,6,2007,131000
1391,CollgCr,7,5,1525,2,0,6,2006,235000
1392,NAmes,5,5,1584,2,0,8,2009,124000
1393,NAmes,5,5,900,1,0,6,2006,123000
1394,OldTown,6,7,1912,2,0,7,2008,163000
1395,Blmngtn,7,5,1500,2,0,6,2006,246578
1396,Timber,8,5,2482,2,1,9,2007,281213
1397,Timber,5,5,1687,1,0,7,2010,160000
1398,BrkSide,5,8,1513,1,1,8,2007,137500
1399,NAmes,5,4,1904,1,1,7,2009,138000
1400,SWISU,6,6,1608,2,1,7,2009,137450
1401,BrkSide,6,7,1158,1,0,5,2008,120000
1402,Gilbert,6,5,1593,2,1,8,2008,193000
1403,CollgCr,7,5,1294,2,0,6,2006,193879
1404,Somerst,8,5,1464,2,0,6,2007,282922
1405,OldTown,3,4,1214,1,0,6,2006,105000
1406,Crawfor,8,5,1646,2,0,5,2008,275000
1407,CollgCr,5,7,768,1,0,5,2009,133000
1408,Mitchel,5,5,833,1,0,5,2009,112000
1409,OldTown,4,7,1363,1,0,6,2010,125500
1410,NWAmes,7,6,2093,2,1,7,2008,215000
1411,CollgCr,7,5,1840,2,1,6,2009,230000
1412,NAmes,6,8,1668,1,1,6,2009,140000
1413,NAmes,4,5,1040,2,0,6,2009,90000
1414,SawyerW,8,5,1844,2,0,7,2009,257000
1415,BrkSide,6,7,1848,1,1,8,2008,207000
1416,Blmngtn,7,5,1569,2,0,7,2009,175900
1417,OldTown,4,6,2290,2,0,11,2010,122500
1418,NoRidge,8,5,2450,2,1,7,2009,340000
1419,NAmes,5,5,1144,1,1,6,2008,124000
1420,Crawfor,6,5,1844,2,0,7,2006,223000
1421,NWAmes,6,6,1416,2,1,7,2006,179900
1422,NPkVill,6,5,1069,2,0,4,2010,127500
1423,CollgCr,6,5,848,1,0,3,2008,136500
1424,Edwards,6,7,2201,2,0,8,2006,274970
1425,NAmes,5,5,1344,1,0,6,2007,144000
1426,NAmes,6,6,1252,1,0,7,2008,142000
1427,NoRidge,7,5,2127,2,1,5,2008,271000
1428,NAmes,5,6,1558,1,1,6,2008,140000
1429,OldTown,5,7,804,1,0,4,2010,119000
1430,NWAmes,6,7,1440,2,0,7,2007,182900
1431,Gilbert,5,5,1838,2,1,7,2006,192140
1432,NPkVill,6,6,958,2,0,5,2009,143750
1433,OldTown,4,6,968,2,0,5,2007,64500
1434,Gilbert,6,5,1792,2,1,8,2008,186500
1435,Mitchel,5,5,1126,2,0,5,2006,160000
1436,NAmes,6,9,1537,1,1,7,2008,174000
1437,NAmes,4,6,864,1,0,5,2007,120500
1438,NridgHt,8,5,1932,2,0,7,2008,394617
1439,OldTown,6,7,1236,1,0,6,2010,149700
1440,NWAmes,7,6,1725,2,1,6,2007,197000
1441,Crawfor,6,7,2555,2,0,11,2008,191000
1442,CollgCr,6,5,848,1,0,3,2008,149300
1443,Somerst,10,5,2007,2,1,10,2009,310000
1444,BrkSide,6,6,952,1,0,4,2009,121000
1445,CollgCr,7,5,1422,2,0,7,2007,179600
1446,Sawyer,6,5,913,1,0,6,2007,129000
1447,Mitchel,5,7,1188,1,0,6,2010,157900
1448,CollgCr,8,5,2090,2,1,8,2007,240000
1449,Edwards,4,7,1346,1,1,6,2007,112000
1450,MeadowV,5,7,630,1,0,3,2006,92000
1451,NAmes,5,5,1792,2,2,8,2009,136000
1452,Somerst,8,5,1578,2,0,7,2009,287090
1453,Edwards,5,5,1072,1,0,5,2006,145000
1454,Mitchel,5,5,1140,1,0,6,2006,84500
1455,Somerst,7,5,1221,2,0,6,2009,185000
1456,Gilbert,6,5,1647,2,1,7,2007,175000
1457,NWAmes,6,6,2073,2,0,7,2010,210000
1458,Crawfor,7,9,2340,2,0,9,2010,266500
1459,NAmes,5,6,1078,1,0,5,2010,142125
1460,Edwards,5,6,1256,1,1,6,2008,147500
